部分,考试类型,问题类型,问答对,筛选后三元组
高考学考,秋考,志愿篇,问：体育单招是否也要填报志愿？答：体育单招请联系报考意向高校，由意向高校负责。,"['(体育单招, 负责机构, 报考意向高校)', '(体育单招, 负责机构, 意向高校)']"
高考学考,秋考,志愿篇,"问：什么是地方农村专项计划？答： 根据教育部有关文件精神，本市2024年继续实施普通高校招生市属高校“地方农村专项计划”。在本科提前批次和艺体类批次录取结束后、本科普通批次录取之前,设置地方农村专项计划批次。本批次设置4个院校专业组顺序志愿。每个院校专业组志愿内设置4个专业志愿和1个“愿否专业调剂”选项。符合条件的本市农村户籍考生均可填报。上海市教育考试院在填报志愿前，会在""上海招考热线”网站（https://www.shmeea.edu.cn）上公示符合报考资格的考生名单。符合填报资格且愿意填报“地方农村专项计划”志愿的考生，可按规定进行填报，也可同时填报其他批次本科志愿。
投档时，上海市教育考试院根据顺序志愿的投档原则,按院校专业组计划的1：1.2投档，由院校进行录取。
未被“地方农村专项计划”录取的考生，不影响其后面批次的录取。","['(地方农村专项计划, 属于, 普通高校招生)', '(上海, 实施, 地方农村专项计划)', '(地方农村专项计划, 实施年份, 2024年)', '(地方农村专项计划批次, 设有, 4个院校专业组顺序志愿)', '(每个院校专业组顺序志愿, 设置, 4个专业志愿)', '(符合条件且为本市农村户籍考生, 有资格填报, 地方农村专项计划)', '(上海教育考试院, 公示, 符合报考资格的考生名单)', '(上海教育考试院, 公示信息于, 上海招考热线网站)', '(上海教育考试院, 遵循, 按志愿序号依次完成投档录取)', '(院校, 进行, 录取)']"
高考学考,秋考,志愿篇,问：2025年还会有农村专项计划招生吗？答：暂无通知。,[]
高考学考,秋考,志愿篇,问：什么是高水平运动队招生？答：高校高水平运动队主要是选拔培养德智体美劳全面发展且具有较高体育竞技水平的学生，为奥运会、世界大学生运动会等重大体育比赛和国家竞技体育后备人才培养体系提供人才支撑。,[]
高考学考,秋考,志愿篇,"问：高水平运动队资格考生和体育类考生有什么区别？答： 体育类考生与高水平运动队资格考生有以下几方面的区别:（1）报考专业类别不同体育类考生的报考专业类别为体育类专业，录取到高校后就读于体育教育、社会体育指导与管理、休闲体育等体育类专业。高水平运动队资格考生的报考专业类别一般为普通类专业, 录取到高校后一般就读于文理工农医等普通类专业。（2）报考条件及考试内容不同体育类专业的报考条件为具有一定体育专长，参加上海市体育类专业统一考试合格。高水平运动队资格考生,高校对考生取得运动员等级证书的级别以及体育比赛的等级和获奖名次都有具体要求，考生须申请参加学校组织的运动队对应项目专业测试（采取全国统考、高校校考等组织方式）。（3）录取方式不同体育类考生,高考文化总分须达到体育类本科文化控制分数线（不低于本市本科录取控制分数线的70%），且专业统考成绩合格才有机会被相应院校的本科院校专业组（专业）录取（录取规则详见各院校《招生章程》）。2024年起，高水平运动队考生文化考试成绩全部使用统一高考文化课考试成绩。高校按照本校发展定位和人才培养要求，合理确定本校高水平运动队录取考生文化课成绩要求。部分“双一流”建设高校对考生的高考成绩要求须达到生源省份普通类专业本科批次录取控制分数线；其他高校对考生的高考成绩要求须达到生源省份普通类专业本科批次录取控制分数线的80%。对于体育专业成绩突出、具有特殊培养潜质的考生，高校可探索高考文化课成绩破格录取，具体办法由招生高校提前向社会公布。","['(高水平运动队考生, 报考专业类别, 普通类专业)', '(体育类考生, 报考专业类别, 体育类专业)', '(体育类专业, 包括, 体育教育)', '(体育类专业, 包括, 社会体育指导与管理)', '(体育类专业, 包括, 休闲体育)', '(普通类专业, 包括, 文理工农医)', '(体育类考生, 需通过, 上海市2024年普通高校招生体育类专业统考)', '(高水平运动队考生, 参加, 学校组织的专业测试)', '(高水平运动队资格考生专业测试, 组织方式, 全国统考)', '(专业测试, 组织方式, 高校校考)', '(高水平运动队考生, 使用, 统一高考文化课考试成绩)', '(双一流建设高校, 高考成绩要求, 所在省普通类专业本科批次录取控制分数线)', '(招生高校, 公布, 高考文化课成绩破格录取具体办法)']"
高考学考,秋考,志愿篇,问：高水平运动队的报名资格有什么要求？答： 根据2021年印发的《教育部国家体育总局关于进一步完善和规范高校高水平运动队考试招生工作的指导意见》，从2024年起，符合生源省份高考报名条件，获得国家一级运动员（含）以上技术等级称号者方可报考高水平运动队。从2027年起，符合生源省份高考报名条件，获得国家一级运动员（含）以上技术等级称号且近三年在体育总局、教育部规定的全国性比赛中获得前八名者方可以报考高水平运动队。,"['(高水平运动队报名资格, 严格资格起始年份, 2027年)', '(高水平运动队报名资格, 需符合, 生源省份高考报名条件)']"
高考学考,秋考,志愿篇,问：高水平运动队的体育测试有何变化？答：2024年起，高水平运动队所有项目的体育测试全部实施全国统考，与运动训练、武术与民族传统体育专业招生的体育专项考试统一组织，统一采用体育总局相关体育专项考试方法与评分标准进行评分。高校不再组织相关项目的校考。,"['(高水平运动队体育测试, 改为, 全国统考)', '(全国统考, 开始时间, 2024年起)', '(体育专项考试, 采用, 体育总局体育专项考试评分标准)', '(体育专项考试评分标准, 制定机构, 体育总局)', '(高校, 不再组织, 高水平运动队体育测试校考)']"
高考学考,秋考,志愿篇,问：高水平运动队的招生录取程序是什么？答：报考高水平运动队的考生，应在规定时间内按照体育总局指定的方式（详细报名信息见“中国运动文化教育网”或“体教联盟APP”），申请报考有关高校运动队招生项目。招生高校对考生报考资格进行审核后，符合条件的考生可参加体育总局组织的对应项目体育测试。高考前，招生高校根据考生体育测试成绩提出本校相关项目体育合格成绩要求，确定并公示本校的体育考试合格考生名单，明确相应考生的高考文化课成绩录取要求。高考成绩公布后、志愿填报前，招生高校在高考文化课成绩达到要求的合格考生范围内，依据本校高水平运动队各项目招生计划和考生体育测试成绩，择优确定入围考生名单并公示。入围考生人数不超过高校运动队招生计划数。入围考生按照所在省（区、市）招生录取工作安排填报高水平运动队的学校志愿，投档录取工作安排在相应普通本科批次开始前进行。招生高校按照公布的录取规则，根据入围考生填报的志愿和体育测试成绩择优录取。对于有关高校录取的考生，高考文化课成绩不低于该高校相关专业在考生所在省（区、市）录取分数线下20分的，可录取至高校对应的普通专业；其余考生录取至高校的体育学类专业。,"['(体育总局, 指定报名平台, 中国运动文化教育网)', '(体育总局, 指定, 体教联盟APP)', '(招生高校, 审核报考资格, 考生)', '(招生高校, 确定, 入围考生名单)', '(招生高校, 择优录取依据, 体育测试成绩)', '(招生高校, 录取至, 体育学类专业)', '(入围考生名单, 人数不超过, 招生计划数)', '(投档录取工作, 安排在, 普通本科批次开始前)', '(考生, 参加, 体育测试)']"
高考学考,秋考,志愿篇,问：没有报名参加过高水平运动员测试的考生能够填写特殊类型批次的志愿吗？答：不能。,"['(考生, 需报名, 高水平运动员测试)', '(特殊类型批次, 需要参加, 高水平运动员测试)']"
高考学考,秋考,志愿篇,"问：什么是保送生？答：保送生是指应届优秀高中毕业生,经过规定的报名、考核等程序后,可免于参加全国统一高考，进入高校学习。根据教育部等有关部门规定，2024年中学生学科奥林匹克竞赛国家集训队成员、部分外国语中学推荐优秀学生、公安英烈子女、退役运动员等人员仍具备高校保送资格。高校可以从上述人员中招收保送生,其中公安英烈子女按有关规定只能保送至公安类院校。","['(保送生, 类别, 应届优秀高中毕业生)', '(保送生, 免于参加, 全国统一高考)', '(教育部, 规定, 保送资格)', '(奥林匹克竞赛国家集训队成员, 具备, 高校保送资格)', '(外国语中学推荐优秀学生, 具备, 高校保送资格)', '(公安英烈子女, 具备资格, 高校保送资格)', '(退役运动员, 具备资格, 高校保送资格)', '(高校, 招收, 保送生)', '(公安英烈子女, 仅限保送至, 公安类院校)']"
高考学考,秋考,志愿篇,问：高校保送生的录取专业如何安排？答：有关高校招收中学生学科奥林匹克竞赛国家集训队成员保送生原则上录取至与学生特长相关的基础学科专业。高校招收的外国语中学推荐保送生，继续加大向国家“一带一路”建设发展所需语种专业及国家急需紧缺语种专业倾斜。2024年起，北京外国语大学、上海外国语大学、外交学院可继续招收少量外国语中学推荐保送生就读英语语种相关专业，单独编班，单独制定培养方案，选拔培养英语类拔尖人才；其他高校招收的外国语中学推荐保送生限定就读除英语以外的小语种相关专业。鼓励相关高校培养“小语种+”复合型人才。保送至小语种相关专业的学生入校后不得转入小语种以外的相关专业。,"['(中学生学科奥林匹克竞赛国家集训队成员保送生, 录取至, 基础学科专业)', '(外国语中学推荐保送生, 政策倾斜, 国家急需紧缺语种专业)', '(北京外国语大学, 招收, 就读英语语种相关专业的外国语中学推荐保送生)', '(上海外国语大学, 可继续招收少量并限定英语专业, 外国语中学推荐保送生)', '(外交学院, 招收, 就读英语语种相关专业的外国语中学推荐保送生)', '(其他高校招收的外国语中学推荐保送生, 限定就读, 小语种相关专业)', '(小语种相关专业, 禁止转入, 小语种以外的相关专业)']"
高考学考,秋考,志愿篇,"问：如何进行保送生的报名？答：具备报送资格的考生应向有关学校或部门提出报送申请，提交高中学业水平成绩和综合素质档案，经省级教育行政部门、招生考试机构、有关部门及考生所在中学审核确认并通过多级公示后，参加有关高校组织的保送生综合考核。高校根据综合考核成绩和学校选拔要求,确定拟录取保送生名单并进行公示，未经公示的考生不得被录取。已确认报送录取的学生不再参加普通高校招生全国统一录取。","['(考生, 提出, 保送申请)', '(考生, 提交, 高中学业水平考试成绩)', '(考生, 提交, 综合素质档案)', '(省级教育行政部门, 审核确认, 保送申请)', '(招生考试机构, 审核确认, 报送申请)', '(有关部门, 审核确认, 保送申请)', '(中学, 审核确认, 保送申请)', '(高校, 组织, 保送生综合考核)', '(考生, 参加, 保送生综合考核)', '(高校, 依据, 高校选拔要求)', '(高校, 确定, 拟录取保送生名单)', '(高校, 公示, 拟录取保送生名单)']"
高考学考,秋考,志愿篇,问：考生什么时候能查询到特殊类型招生投档的录取结果？答：考生可登录“上海招考热线”网站（www.shmeea.edu.cn）首页—录取查询。（具体以上海招考热线公告信息为准）,"['(特殊类型招生投档录取结果, 查询途径, 上海市教育考试院报名网站)', '(特殊类型招生投档录取结果, 查询依据, 上海招考热线公告信息)']"
高考学考,秋考,志愿篇,问：什么时候能查询到本科普通批次24个平行志愿的录取结果？答：考生可登录“上海招考热线”网站（www.shmeea.edu.cn）首页—录取查询。（具体以上海招考热线公告信息为准）,[]
高考学考,秋考,志愿篇,"问：如果自己高考分数和其他考生的分数一样如何决定录取名次的先后顺序？（同分）答：本科普通批次同分考生按以下位序排序：第1位序，比较语文加数学两门合计成绩高低，高者优先。第2位序，比较语文或数学中单科成绩高低，高者优先。第3位序，比较外语成绩高低，高者优先。第4位序，比较选考科目中单科成绩高低，高者优先。第5位序,比较选考科目中次高科成绩高低，高者优先。第6位序，比较考生志愿顺序，按各自顺序分别投档。志愿顺序相同的同分同位考生同时投档。","['(本科普通批次, 同分排序规则, 位序排序)', '(本科普通批次同分考生, 排序依据, 位序排序)', '(本科普通批次同分考生录取排序规则, 第一排序依据, 语文加数学两门合计成绩)', '(位序排序, 第2位序依据, 语文或数学中的单科成绩较高者)', '(位序排序, 第2位序依据, 语文或数学)', '(本科普通批次同分录取位序排序, 第3位序依据, 外语成绩)', '(本科普通批次同分录取位序排序, 第4位序依据, 选考科目中单科成绩)', '(本科普通批次同分录取位序排序, 第5位序比较依据, 选考科目中次高科成绩)', '(本科普通批次同分录取位序排序, 第6位序依据, 考生填报的志愿先后顺序)', '(考生填报的志愿先后顺序, 决定, 投档顺序)', '(志愿顺序相同的同分同位考生, 投档方式, 同时投档)']"
高考学考,秋考,志愿篇,问：考生在本科普通批次志愿录取结果中未查询到自己信息，是不是意味着退档或脱档？答：是的。考生分数达到本科普通批次录取控制分数线，可参与征求志愿录取。注：以上是2024年高考相关信息。,"['(高考学考-秋考-志愿篇, 属于, 2024年高考)', '(本科普通批次, 设有, 录取控制分数线)']"
高考学考,秋考,志愿篇,问：第一批未招满计划的征求志愿院校信息在哪里查询？答：请考生及时关注上海市教育考试院上海招考热线网站（www.shmeea.edu.cn）首页—高考学考—秋季高考栏目相关通知。注：以上是2023年高考相关信息。,[]
高考学考,秋考,志愿篇,问：本科录取控制分数线上未录取考生什么时候能够填报本科普通批次第一次、第二次征求志愿？什么时候能查询征求志愿的录取结果？答：请考生及时关注上海市教育考试院上海招考热线网站（www.shmeea.edu.cn）首页—高考学考—秋季高考栏目相关通知。注：2024年秋考第一次征求志愿填报时间在7月24日9:00至13:00。查询时间于7月25日起；2023年秋考第二次征求志愿填报时间在7月26日9:00至13:00。查询时间于7月27日起。,"['(上海教育考试院, 主办, 上海市教育考试院报名网站)', '(2024年秋考第一次征求志愿, 结果查询开始时间, 7月25日)', '(2023年秋考第二次征求志愿, 查询时间, 7月27日)', '(本科普通批次第一次征求志愿, 适用对象, 本科录取控制分数线上未录取考生)']"
高考学考,秋考,志愿篇,问：考生高考分数没有达到本科控制分数线是不是有降分录取机会？答：一般有降分。考试院会公布本科普通批次第二次征求志愿降分控制分数线、本科普通批次第二次征求志愿院校专业组缺额计划表以及降分控制线上可填报征求志愿考生高考成绩分布表。,"['(教育考试院, 公布, 本科普通批次第二次征求志愿降分控制分数线)', '(教育考试院, 公布, 本科普通批次第二次征求志愿院校专业组缺额计划表)', '(教育考试院, 公布, 降分控制线上可填报征求志愿考生高考成绩分布表)']"
高考学考,秋考,志愿篇,问：本科志愿录取工作结束了是不是可以填报专科志愿？答：专科志愿填报一般安排在本科阶段录取结束后。具体以上海招考热线公告信息为准。,"['(专科志愿填报, 依据, 上海招考热线公告信息)']"
高考学考,秋考,志愿篇,问：专科录取批次有哪些？答：专科艺体批次、专科提前批次和专科普通批次。,"['(专科录取批次, 包含, 专科艺体类批次)', '(专科录取批次, 包含, 专科提前批次)', '(专科录取批次, 包含, 专科普通批次)']"
高考学考,秋考,志愿篇,"问：专科各批次能填多少个志愿？答：专科各批次志愿数量如下：（1）专科提前批次设置2个顺序方式的院校志愿。
（2）专科艺体类批次设置8个平行方式的类别志愿。
（3）专科普通批次设置8个平行方式的院校志愿。","['(专科提前批次, 设置, 2个顺序方式的院校志愿)', '(专科艺体类批次, 设置, 8个平行方式的类别志愿)', '(专科普通批次, 设置, 8个平行方式的院校志愿)']"
高考学考,秋考,志愿篇,问：专科批次中每个院校的专业组内可以填报多少个专业？答：专科阶段，考生在一个院校志愿内最多可选择填报6个专业志愿。若该院校下设的专业数不足6个，考生可按实际选择，填完即止。如果考生在某个院校志愿中喜欢的专业数超过6个，不能直接反映在志愿表中，只能填报依自己喜欢程度排序前6位的专业，其他专业的选择意愿可以通过“愿否专业调剂”的选项表达。,"['(院校志愿, 最多可填报, 6个专业)', '(院校志愿下的专业数, 少于, 6)', '(志愿表, 限制为, 依自己喜欢程度排序前6位的专业)', '(是否服从专业调剂, 用于表达, 其他专业的选择意愿)']"
高考学考,秋考,志愿篇,问：本科批次未被录取的考生填报专科志愿时，与直接报考专科志愿的考生有什么区别吗？答：没有区别，报考专科志愿录取分数以考生高考的语文、数学、外语的总分（如有政策性照顾加分，计入总分内），不再计算考生自选的3门学业水平等级考试的分数。,"['(政策性照顾加分, 计入, 总分)', '(专科志愿, 不再计算, 自选的3门学业水平等级考试的分数)']"
高考学考,秋考,志愿篇,问：专科提前批次的高校有哪些？答：具体见《20XX年上海市普通高等学校招生专业目录》中专科提前批次信息。,"['(20XX年上海市普通高等学校招生专业目录, 包含, 专科提前批次信息)']"
高考学考,秋考,志愿篇,问：填报专科提前批次是否要参加学校的面试或校测？答：具体见《20XX年上海市普通高等学校招生专业目录》中专科提前批次院校专业招生要求，或登录至高校网站内查看《招生简章》。,[]
高考学考,秋考,志愿篇,问：什么时候能查询到专科提前批次、专科艺体批、专科普通批次录取结果？答：具体以“上海招考热线”网站公告为准。,"['(专科艺体类批次, 属于, 秋考)']"
高考学考,秋考,志愿篇,问：未被专科提前批次录取，还会有专科提前批次的征求志愿吗？答：有的。,"['(专科提前批次, 有, 征求志愿)']"
高考学考,秋考,志愿篇,问：填报了专科提前批次志愿是否可以同时填报专科艺体批次志愿？答：不可以，虽然志愿在同一张表单内，但两者不可兼报。,"['(专科提前批次志愿, 不可兼报, 专科艺体类志愿)']"
高考学考,秋考,志愿篇,问：考生填报专科艺体类批次的志愿填报是否需要参加专业统考？答：可根据《2024年上海市普通高等学校招生专业目录》招生信息或院校网站《招生简章》中的要求，参加艺体类统考或者校考。如没有参与艺体类统考或校考，无法填报专科艺体类志愿。,"['(专科艺体类志愿, 需要参加, 艺体类统考或校考)', '(专科艺体类志愿填报, 需要参加, 艺体类统考或校考)']"
高考学考,秋考,志愿篇,问：专科艺体类考生同分如何决定顺序？答：专科艺体类批次同分考生按以下位序排序：第1位序，比较专业统考成绩，高者优先。第2位序，第1位序同分者中，比较语文加数学两门合计成绩高低，高者优先。第3位序，第2位序同分者中，比较语文或数学中单科成绩高低，高者优先。第4位序，第3位序同分者中，比较考生志愿顺序，按各自顺序分别投档。志愿顺序相同的同分同位考生同时投档。,"['(专科艺体类批次, 第1位序排序依据, 专业统考成绩)', '(专科艺体类批次, 第三位序依据, 语文或数学中单科成绩)', '(专科艺体类批次, 同分排序第四位序依据, 考生填报的志愿先后顺序)']"
高考学考,秋考,志愿篇,问：专科普通批次投档时，高考总分相同的考生该如何排序？答：专科普通批次同分考生按以下位序排序：第1位序，比较语文加数学两门合计成绩高低，高者优先。第2位序，第1位序同分者中，比较语文或数学中单科成绩高低，高者优先。第3位序，第2位序同分者中，比较考生志愿顺序，按各自顺序分别投档。志愿顺序相同的同分同位考生同时投档。,"['(专科普通批次同分排序第1位序, 排序依据, 语文加数学两门合计成绩)', '(第2位序, 比较依据, 语文或数学中单科成绩)', '(第3位序, 比较依据, 考生填报的志愿先后顺序)', '(第1位序, 后续顺序为, 第2位序)', '(考生填报的志愿先后顺序, 排序依据, 投档顺序)', '(志愿顺序相同的同分同位考生, 处理方式, 同时投档)']"
高考学考,秋考,志愿篇,问：专科各批次录取名单中未查询到录取结果，是否有征求志愿？答：考试院会公布专科批次征求志愿录取控制分数线，同时公布招生院校缺额计划表及线上未录取考生成绩分布（含艺体类招生院校）。,"['(教育考试院, 公布, 专科批次征求志愿录取控制分数线)', '(教育考试院, 公布, 招生院校缺额计划表)', '(教育考试院, 公布, 线上未录取考生成绩分布)', '(专科批次征求志愿录取控制分数线, 划定, 征求志愿资格)', '(征求志愿, 属于, 专科录取批次)']"
高考学考,秋考,志愿篇,问：什么时候可以填报专科批次的征求志愿？答：8月3日9：00-13：00，考生登录“上海招考热线”网站（www.shmeea.edu.cn）首页—志愿填报，填报专科批次征求志愿（含艺体类批次）。注：以上是2024年高考相关信息。,"['(专科批次征求志愿, 包含, 艺体类批次)', '(上海招考热线网站, 提供平台用于填报, 专科批次征求志愿)', '(秋考, 包含, 志愿篇)']"
高考学考,秋考,志愿篇,问：专科批次的征求志愿有降分吗？答：没有降分。,"['(专科批次征求志愿, 降分政策, 无)']"
高考学考,秋考,录取结果后相关事件篇,问：录取过程中如有遇到录取规则的询问？答：录取相关工作由高校执行。根据相关规定，各高校的招生简章内必须说明录取规则。,"['(院校招生简章, 说明, 录取规则)']"
高考学考,秋考,录取结果后相关事件篇,"问：2023年被部分外省市普通高校录取的本市常住户口考生申领一次性经济补贴的条件？答：请确认考生是在高考报名时是上海本市户口，录取志愿是普通批次（艺体批、提前批、综评批、强基批、特殊类型批均没有补贴），高校已生成考生学籍并更新学信网信息。报考高校在名单内（https://mp.weixin.qq.com/s/9wIgiuvhHKq7WjmIn6uTYw）。
注：2024年起无相关补贴",[]
高考学考,秋考,录取结果后相关事件篇,问：一次性经济补贴办理时限？答：2023年10月8日至12月31日期间登录“一网通办”网站（https://zwdtuser.sh.gov.cn/）或“随申办市民云”APP，搜索关键字“一次性经济补贴”找到补贴申请链接，登入补贴申请平台并填写相关申请信息（注：申请信息中的银行卡必须使用上海开户的本人名下借记卡）。逾期未办理登记，视同自动放弃，考试院将不再受理。,"['(一次性经济补贴, 申请期限, 2023年10月8日至12月31日)', '(一次性经济补贴, 申请途径, 随申办市民云)', '(一次性经济补贴, 申请所需银行卡, 上海开户的本人名下借记卡)', '(教育考试院, 受理机构, 一次性经济补贴申请)']"
高考学考,秋考,录取结果后相关事件篇,问：录取工作结束后，考生如何将自己的纸质档案移交至高校？答：2023年录取考生原则上于8月27日前办理纸质档案转递手续，具体办理时间以各区招考机构公布为准。,[]
高考学考,秋考,录取结果后相关事件篇,问：纸质档案的转递手续？答：考生凭高校录取通知书、本人身份证和准考证到报名所在区招考机构或毕业学校办理纸质档案的提取或转递手续（非本市应届高中毕业生到区招考机构，本市学籍应届生到毕业学校）。考生毕业学校经核对无误，并经考生本人签字确认后，将密封好的纸质档案交与考生（仅限本市学籍应届生），由考生本人将纸质档案在规定时间交至录取高校；非本市应届高中毕业生凭区招考机构开具的调档证明至各区公共就业服务机构办理纸质档案的转递手续。纸质档案属个人重要资料，不得擅自启封、拆阅。,"['(本市学籍应届生, 办理手续地点, 毕业学校)', '(毕业学校, 移交, 考生本人)', '(区考试招生机构, 开具, 调档证明)', '(非本市应届高中阶段毕业生, 办理纸质档案转递手续, 各区公共就业服务机构)', '(纸质档案, 属于, 个人重要资料)', '(纸质档案, 禁止, 擅自启封)', '(纸质档案, 不得擅自, 拆阅)']"
高考学考,秋考,录取结果后相关事件篇,问：复读生的档案如何处理？答：纸质档案包含考生高中毕业班学生登记表、体育合格材料、社会实践表、入团志愿表、体格检查表、高考报名登记表、思想政治品德考查表、高考志愿表、加分证明、资格审核相关材料等个人重要信息。考生不得擅自启封、拆阅纸质档案。考生毕业的中学一般会将未领取的考生档案退还到考生户口所在地的区招考机构，再转送到考生户籍所在区的公共就业服务机构。不过，各区情况有所不同，具体情况请考生向当年报考所在的区招考机构了解。,"['(纸质档案, 包含, 高中毕业班学生登记表)', '(纸质档案, 包含, 体育合格材料)', '(纸质档案, 包含, 社会实践表)', '(纸质档案, 包含, 入团志愿表)', '(纸质档案, 包含, 体格检查表)', '(纸质档案, 包含, 高考报名登记表)', '(纸质档案, 包含, 思想政治品德考查表)', '(纸质档案, 包含, 高考志愿表)', '(纸质档案, 包含, 加分证明)', '(纸质档案, 包含, 资格审核相关材料)', '(中学, 退还档案到, 区考试招生机构)', '(区考试招生机构, 转送到, 公共就业服务机构)', '(考生, 应咨询, 区考试招生机构)', '(考生户口所在地, 所属, 区考试招生机构)']"
高考学考,秋考,录取结果后相关事件篇,问：如何申请高考发票？答：请考生在高考考试缴费完成的3个月后，用考生自己的账号在“随申办”下载打印报名费发票。,"['(高考报名费发票, 可下载时间, 缴费完成后3个月后)', '(高考报名费发票, 下载平台, 随申办)', '(高考考试缴费, 下载打印, 报名费发票)']"
高考学考,秋考,录取结果后相关事件篇,问：去高校报到时，学校新生系统照片比对不通过，怎么办？答：请考生联系所在院校，让学校负责老师联系上海教育考试院的招生办。,"['(所在院校, 联系, 上海教育考试院招生办)', '(上海教育考试院, 下设, 招生办)']"
高考学考,秋考,录取结果后相关事件篇,问：各区招考机构地址及电话？答：行政区域，黄浦区，区招考机构地址：黄浦区凤阳路152号，联系电话：63271614,[]
高考学考,秋考,录取结果后相关事件篇,问：各区招考机构地址及电话？答：行政区域，徐汇区，区招考机构地址：徐汇区百色支路28号，联系电话：54361040,[]
高考学考,秋考,录取结果后相关事件篇,问：各区招考机构地址及电话？答：行政区域，长宁区，区招考机构地址：长宁区茅台路472号，联系电话：62787558,[]
高考学考,秋考,录取结果后相关事件篇,问：各区招考机构地址及电话？答：行政区域，静安区，区招考机构地址：静安区新丰路558号，联系电话：62882414,[]
高考学考,秋考,录取结果后相关事件篇,问：各区招考机构地址及电话？答：行政区域，普陀区，区招考机构地址：普陀区中山北路3489弄24号，联系电话：62221298,[]
高考学考,秋考,录取结果后相关事件篇,问：各区招考机构地址及电话？答：行政区域，虹口区，区招考机构地址：虹口区大连西路203号，联系电话：63063079,[]
高考学考,秋考,录取结果后相关事件篇,问：各区招考机构地址及电话？答：行政区域，杨浦区，区招考机构地址：杨浦区延吉东路55号，联系电话：55833009,[]
高考学考,秋考,录取结果后相关事件篇,问：各区招考机构地址及电话？答：行政区域，闵行区，区招考机构地址：闵行区沪光路120号，联系电话：64921788,[]
高考学考,秋考,录取结果后相关事件篇,问：各区招考机构地址及电话？答：行政区域，宝山区，区招考机构地址：宝山区宝山七村88号，联系电话：66593210,[]
高考学考,秋考,录取结果后相关事件篇,问：各区招考机构地址及电话？答：行政区域，嘉定区，区招考机构地址：嘉定区复华路7号东区，联系电话：59528517,[]
高考学考,秋考,录取结果后相关事件篇,问：各区招考机构地址及电话？答：行政区域，浦东新区，区招考机构地址：浦东新区南码头路118号，联系电话：58307991,[]
高考学考,秋考,录取结果后相关事件篇,问：各区招考机构地址及电话？答：行政区域，金山区，区招考机构地址：金山区石化二村289号南楼，联系电话：57320091,[]
高考学考,秋考,录取结果后相关事件篇,问：各区招考机构地址及电话？答：行政区域，松江区，区招考机构地址：松江区中山二路590号，联系电话：57815945,[]
高考学考,秋考,录取结果后相关事件篇,问：各区招考机构地址及电话？答：行政区域，青浦区，区招考机构地址：青浦区北淀浦河路1000号，联系电话：59205052,[]
高考学考,秋考,录取结果后相关事件篇,问：各区招考机构地址及电话？答：行政区域，奉贤区，区招考机构地址：奉贤区南桥镇古华路632号，联系电话：37111508,[]
高考学考,秋考,录取结果后相关事件篇,问：各区招考机构地址及电话？答：行政区域，崇明区，区招考机构地址：崇明区城桥镇新崇北路7号，联系电话：59623080,[]
高考学考,秋考,录取结果后相关事件篇,问：各区招考机构地址及电话？答：行政区域，梅山，区招考机构地址：江苏省南京市雨花台区西善桥寺门口梅山总校招生办，联系电话：025-86706684,[]
高考学考,秋考,录取结果后相关事件篇,问：各区招考机构地址及电话？答：行政区域，大屯，区招考机构地址：江苏省沛县大屯煤电集团公司教卫办公室，联系电话：0516-87275900,[]
高考学考,秋考,录取结果后相关事件篇,问：各区招考机构地址及电话？答：行政区域，张家洼，区招考机构地址：山东省济南市莱芜区鲁中矿业有限公司教育处招生办，联系电话：0531-76811908,[]
高考学考,春考,考试篇,"问：春考统一文化考试安排在什么时间？答：一般安排在1月。请考生关注关注上海招考热线或微信公众号“上海国子监发布”相关公告。注：下图为2024年春考日程。2024年1月6日（星期六） 9:00-11:30 语文
2024年1月6日（星期六） 13:30-15:30 数学
2024年1月7日（星期日） 9:00-11:00 外语笔试（含听力）
2024年1月8日（星期一） 8:00起 外语听说测试","['(春考, 包含, 统一文化考试)', '(统一文化考试, 通常安排在, 1月)', '(上海招考热线网站, 发布公告, 统一文化考试)', '(上海国子监发布, 发布, 春考统一文化考试时间公告)', '(微信公众号, 名称, 上海国子监发布)', '(春考, 属于, 高考学考)','(语文, 考试时间, 2024年1月6日（星期六） 9:00-11:30)', '(数学, 考试时间, 2024年1月6日（星期六） 13:30-15:30)', '(外语笔试, 考试时间, 2024年1月7日（星期日） 9:00-11:00)', '(外语听说测试, 考试时间, 2024年1月8日（星期一） 8:00起)']"
高考学考,春考,考试篇,问：考生如何获取春考准考证？答： 报考春季考试、1月份外语考试的考生，本市学籍应届高中阶段毕业生由学校统一发放准考证；往届生、非本市学籍应届高中阶段毕业生至报名所在区招考机构领取准考证。注：以上为2024年操作办法。,"['(学校, 发放, 春考准考证)', '(报名所在区招考机构, 提供, 准考证)', '(本市学籍应届高中阶段毕业生, 统一发放单位, 所在学校)', '(往届生, 领取自, 报名所在区招考机构)', '(非本市应届高中阶段毕业生, 领取地点, 区考试招生机构)']"
高考学考,春考,考试篇,问：考生获取春考准考证的时间？答：以或区招考机构通知为准。,"['(春考准考证, 获取时间, 以区招考机构通知为准)', '(区考试招生机构, 发布, 通知)']"
