部分,考试类型,问题类型,问答对,筛选后三元组
中考中招,中考中招,志愿篇,问：考生已经签约了国际课程班和中外合作办学高中，之前填报了中职校自主招生录取志愿、名额分配综合评价录取志愿和统一招生录取志愿还可以继续参加吗？答：不可以，后续志愿自动失效。,"['(考生, 签约, 国际课程班)', '(考生, 签约, 中外合作办学高中)', '(考生, 填报, 中职校自主招生录取志愿)', '(考生, 填报, 名额分配综合评价录取志愿)', '(考生, 填报, 统一招生录取志愿)', '(国际课程班和中外合作办学高中, 导致失效, 中职校自主招生录取志愿)']"
中考中招,中考中招,志愿篇,问：被普通高中自主招生预录取或正式录取的学生，是否可以放弃该学校而选择其他学校？答：不可以。招生录取程序按照先自主招生录取批次，后名额分配综合评价录取批次，再统一招生录取批次的顺序进行。招生部门严格根据学生报考志愿的顺序进行投档，招生学校按事先对社会公示的招生方案进行录取。学生一旦在自主招生录取过程中被预录取或录取，不得放弃该学校而选择其他学校；若未被录取，则进入后续录取批次。,"['(招生录取程序, 包含, 自主招生录取批次)', '(招生录取程序, 包含, 综合评价批次录取)', '(招生录取程序, 包含, 统一招生批次)', '(投档, 依据, 考生填报的志愿先后顺序)', '(招生学校, 依据, 招生方案)', '(学生, 一旦被预录取或录取, 不得放弃该学校而选择其他学校)', '(学生, 被预录取或录取后不得放弃, 该学校而选择其他学校)']"
中考中招,中考中招,志愿篇,问：什么是中本贯通？答：中本贯通是为进一步推动现代职业教育体系建设，促进中等职业教育与应用本科教育衔接，由中等职业教育与应用本科专业贯通培养，根据社会经济发展和行业企业需求，共同研究、整体设计并贯通实施的高技能型人才培养模式，学制7年。学生通过前3年的中职阶段学习，学成后经过市教委统一组织的转段考试，单独录取后进入后4年的应用本科学习。学生完成教学计划规定的全部课程且成绩合格，可取得高等院校本科毕业文凭。,"['(中本贯通, 推动, 现代职业教育体系建设)', '(中本贯通, 衔接, 中等职业教育与应用本科教育)', '(中本贯通, 贯通培养, 应用本科教育)', '(市教委, 组织, 转段考试)', '(中本贯通, 要求, 转段考试)']"
中考中招,中考中招,志愿篇,问：什么是五年一贯制？答：五年一贯制是由五年一贯制高等职业院校根据社会经济发展和行业企业需要，整体设计五年一贯的技术技能型人才培养模式。招生对象为符合条件的初中毕业生，学制5年。学生入学后，学籍管理分段实施，前3年参照本市中等职业学校学生学籍进行管理，后2年参照本市高等职业院校学生学籍进行管理。在学费和资助方面，前3年参照本市中等职业学校学费标准和资助办法执行，后2年参照本市高等职业院校收费标准和资助办法执行。,"['(五年一贯制高等职业院校, 招生对象, 初中毕业生)', '(五年一贯制高等职业院校, 学制, 5年)', '(前3年学籍管理, 学籍管理参照, 本市中等职业学校学生学籍)', '(后2年, 学籍管理参照, 高等职业院校学生学籍)', '(前3年, 执行学费标准, 本市中等职业学校学费标准)', '(前3年, 参照执行, 中等职业学校资助办法)', '(后2年, 参照, 高等职业院校收费标准和资助办法)', '(后2年, 执行, 高等职业院校资助办法)']"
中考中招,中考中招,志愿篇,问：什么是中高职贯通？答：中高职贯通是由相近或相关专业的中等职业学校与高等职业院校，根据社会经济发展和行业企业需要，共同研究、整体设计并贯通实施的技能型人才培养模式，学制5年。学生通过前3年的中职阶段学习，并在学完第一年课程经学校组织评价合格后，进入高职阶段学习。学生在规定的学习年限内，完成教学计划规定的全部课程且成绩合格，可同时取得中等职业学校和高等职业学校毕业证书。,"['(中高职贯通, 合作院校, 中等职业学校和高等职业院校)', '(中高职贯通, 合作院校, 中等职业学校和高等职业院校)', '(中高职贯通, 学制, 5年)', '(学生, 获得, 中等职业学校和高等职业学校毕业证书)']"
中考中招,中考中招,志愿篇,问：填报中职校提前招生录取志愿，是否要提前进行面试或专业测试？答：是的。所有中职校提前招生专业均需进行面试或专业测试。学生必须在规定时间内参加招生学校组织的面试或专业测试，取得资格后才能填报相应志愿和参加投档录取。具体内容可查看“上海招考热线”网站（www.shmeea.edu.cn）首页—中招中招—招生公示栏目发布的“20XX年上海市中等职业学校自主招生计划 ”。注：2023年中等职业学校自主招生计划：https://www.shmeea.edu.cn/page/03200/20230530/17525.html。,"['(填报中职校提前招生录取志愿, 需参加, 面试或专业测试)', '(中职校提前招生录取志愿, 需要, 面试或专业测试)', '(学生, 参加, 面试或专业测试)', '(学生, 参加, 面试或专业测试)', '(招生学校, 组织, 面试或专业测试)', '(招生学校, 组织, 专业测试)', '(学生, 需通过测试获得, 中职校提前招生资格)', '(填报中职校提前招生录取志愿, 需要参加, 面试或专业测试)', '(中职校提前招生录取志愿, 要求, 面试或专业测试资格)', '(参加投档录取, 前提条件, 资格)', '(中招中招栏目, 包含, 招生公示栏目)', '(招生公示栏目, 发布, 20XX年上海市中等职业学校自主招生计划)', '(招生公示栏目, 发布, 2023年中等职业学校自主招生计划)']"
中考中招,中考中招,志愿篇,问：填报了自主招生录取志愿的学生还需要填报名额分配综合评价录取和统一招生录取志愿吗？答：需要。已填报自主招生录取志愿的学生也应填报名额分配综合评价录取和统一招生录取志愿。若学生在自主招生录取批次被正式录取，其填报的名额分配综合评价录取志愿和统一招生录取志愿自然失效。,"['(被自主招生录取批次正式录取, 导致失效, 名额分配综合评价录取志愿)', '(自主招生录取批次, 被录取则失效, 统一招生录取志愿)']"
中考中招,中考中招,志愿篇,问：如果只准备报考高中学校，还需要填报中职校自主招生录取志愿吗？答：如果填报中职校自主招生录取志愿，就存在被录取的可能。,[]
中考中招,中考中招,志愿篇,问：被中职校自主招生录取的学生，是否可以放弃该学校或专业而选择其他学校？答：不可以。招生录取程序按照先自主招生录取批次，后名额分配综合评价录取批次，再统一招生录取批次的顺序进行。招生部门严格根据学生报考志愿的顺序进行投档，招生学校按事先对社会公示的招生章程进行录取。学生一旦在中职校自主招生录取过程中被录取，其填报的后续所有志愿自然失效；若未被录取，则按所填志愿进入名额分配综合评价录取或统一招生录取批次。,"['(招生录取程序, 流程顺序包含, 综合评价批次录取)', '(自主招生录取批次, 后续批次, 综合评价批次录取)', '(综合评价批次录取, 后续批次, 统一招生批次)', '(招生部门, 投档依据, 考生填报的志愿先后顺序)', '(招生学校, 依据, 招生章程)', '(学生, 被录取于, 中职校自主招生录取批次)', '(中职校自主招生录取, 使失效, 后续所有志愿)']"
中考中招,中考中招,志愿篇,问：不填报自主招生录取志愿或填报后未被录取，是否会影响后续志愿的录取？答：不会。学生未填报自主招生录取志愿或者填报后未被录取，都不会影响学生名额分配综合评价录取和统一招生录取志愿的录取。,"['(未填报自主招生录取志愿或未被录取, 不影响, 名额分配综合评价综合录取)', '(未填报自主招生录取志愿或未被录取, 不影响, 名额分配综合评价录取和统一招生录取志愿)']"
中考中招,中考中招,志愿篇,问：名额分配综合评价录取志愿有哪些？答：名额分配综合评价录取分为名额分配到区和名额分配到校两个类别，可兼报。各类别志愿设置如下：（1）名额分配到区招生录取：1个志愿。完成中招报名的学生均可填报。（2）名额分配到校招生录取：2个平行志愿。仅限不选择生源初中在籍在读满3年的应届初三学生填报。学生填报资格由初中学籍所在学校认定，并须于补报名结束后公示5个工作日，公示无异议后报区教育行政部门备案。往届生、返沪生及跨区报名的应届初三学生不能填报“名额分配到校”志愿。,"['(名额分配综合评价综合录取, 分为, 名额分配到区)', '(名额分配综合评价综合录取, 分为, 名额分配到校)', '(名额分配到区, 志愿数量, 1个)', '(名额分配到校, 志愿数量, 2个平行志愿)', '(名额分配到区, 可填报对象, 完成中招报名的学生)', '(学生, 需完成, 中招报名)', '(名额分配到校, 适用对象, 不选择生源初中在籍在读满3年的应届初三学生)', '(返沪生, 不能填报, 名额分配到校)', '(跨区报名的应届初三学生, 不能填报, 名额分配到校)']"
中考中招,中考中招,志愿篇,问：名额分配到区招生学校有哪些？答：名额分配到区招生指市实验性示范性高中将部分招生计划分配到全市各区的招生方法，完成中招报名的学生均可填报1个“名额分配到区”志愿。名额分配到区志愿栏内可填报的学校是：学生投档录取区有名额分配到区计划的委属市实验性示范性高中、区属市实验性示范性高中。,"['(名额分配到区招生, 分配自, 市实验性示范性高中)', '(市实验性示范性高中, 分配到区, 招生计划)', '(市实验性示范性高中, 分配到, 全市各区)', '(学生, 可填报, 名额分配到区志愿)', '(名额分配到区志愿, 包括, 学生投档录取区有名额分配到区计划的委属市实验性示范性高中)', '(名额分配到区志愿, 包括, 委属市实验性示范性高中和区属市实验性示范性高中)', '(委属市实验性示范性高中, 分配到区计划, 投档录取区)', '(区属市实验性示范性高中, 有名额分配到区计划, 投档录取区)']"
中考中招,中考中招,志愿篇,问：哪里可以查看本市高中名额分配到区招生计划信息？答：具体内容详见可查看“上海招考热线”网站（www.shmeea.edu.cn）“首页—中招中考—招生公示”栏目发布的“20XX年上海市高中名额分配到区招生计划”。,[]
中考中招,中考中招,志愿篇,问：填报名额分配到区志愿须注意哪些问题？答：学生在填报名额分配到区志愿时，首先要通过初中学校和区招考机构了解投档录取区的名额分配到区招生学校和计划数，根据自身情况慎重选择1所学校填报。其次名额分配到区招生学校中部分为外区招生学校，学生和家长要了解所选学校是否有住宿条件、交通是否便利等情况。如果学生被名额分配到区志愿学校录取，则后续的其他志愿自然失效，且学生不得要求放弃名额分配到区志愿而顺延录取后续其他志愿。学生不填报名额分配到区志愿或填报了名额分配到区志愿但未被录取，均不影响后续志愿录取。,"['(名额分配到区志愿, 需咨询, 初中学校和区招考机构)', '(学生, 填报名额分配到区志愿需通过, 初中学校和区招考机构)', '(名额分配到区招生学校, 部分为, 外区招生学校)', '(名额分配到区招生学校, 需考虑, 住宿条件)', '(名额分配到区招生学校, 需考虑, 交通是否便利)', '(被名额分配到区志愿学校录取, 导致, 后续其他志愿失效)']"
中考中招,中考中招,志愿篇,问：名额分配到校招生学校有哪些？答：名额分配到校招生是指市实验性示范性高中将部分招生计划分配到相应不选择生源初中学校的招生方法。不选择生源初中在籍在读满3年并完成中招报名的初三学生可填报2个名额分配到校招生录取志愿。名额分配到校志愿栏内可填报的学校是：学生学籍所在初中学校有名额分配到校计划的委属市实验性示范性高中、区属市实验性示范性高中。,"['(市实验性示范性高中, 分配招生计划至, 不选择生源初中学校)', '(不选择生源初中在籍在读满3年并完成中招报名的初三学生, 可填报, 名额分配到校招生录取志愿)', '(委属市实验性示范性高中, 分配到校计划, 学籍所在中学)', '(不选择生源初中在籍在读满3年学生, 需完成, 中招报名)']"
中考中招,中考中招,志愿篇,问：哪里可以查看所有的名额分配到校院校信息？答：学生可通过各区招考机构编写的高中阶段招生计划书了解当年度报名所在区的相关招生学校和招生计划。,"['(学生, 查阅, 高中阶段招生计划书)', '(区考试招生机构, 编写, 高中阶段招生计划书)', '(高中阶段招生计划书, 包含, 招生学校信息)']"
中考中招,中考中招,志愿篇,问：填报名额分配到校志愿须注意哪些问题？答：学生在填报名额分配到校志愿时，要通过学籍所在初中学校和区招考机构了解名额分配到校招生学校和计划数，根据自身情况慎重选择2所学校填报。学生填报资格由初中学籍所在学校认定，并须于补报名结束后公示5个工作日，公示无异议后报区教育行政部门备案。返沪生、往届生和跨区报名的应届生及不符合条件的应届生不能填报名额分配到校志愿。录取时，名额分配到区志愿在先，名额分配到校志愿在后。如果学生被名额分配到校志愿学校录取，则后续志愿自然失效，且学生不得要求放弃名额分配到校志愿而顺延录取后续志愿。学生不填报名额分配到校志愿或填报了名额分配到校志愿但未被录取，均不影响后续志愿录取。,[]
中考中招,中考中招,志愿篇,问：什么是1至15志愿？答：1至15志愿是统一招生录取志愿中的主要志愿，学生可选择填报在投档录取区有招生计划的高中阶段学校（含普通高中学校和中职校），共可填报15个志愿。,"['(1至15志愿, 是, 统一招生录取志愿中的主要志愿)', '(1至15志愿, 是, 统一招生录取志愿中的主要志愿)', '(高中阶段学校, 包含, 普通高中学校)', '(高中阶段学校, 包含, 中职校)']"
中考中招,中考中招,志愿篇,问：哪里可以查看所有的15个平行志愿学校信息？答：学生可通过各区招考机构编写的高中阶段招生计划书了解当年度报名所在区的相关招生学校和招生计划。,"['(学生, 查阅, 各区招考机构编写的高中阶段招生计划书)', '(区考试招生机构, 编写, 高中阶段招生计划书)', '(高中阶段招生计划书, 包含, 招生学校)', '(高中阶段招生计划书, 针对, 报名所在区)']"
中考中招,中考中招,志愿篇,问：填报1至15志愿须注意哪些问题？答：1至15志愿栏共设有15个志愿，学生根据本人学业成绩、综合素质评定和升学意向进行填报。填多少个志愿由学生自主决定，不超过15个志愿即可，学生须慎重考虑填报志愿学校的顺序。,"['(学生, 参考因素, 综合素质评定)', '(学生, 填报依据, 升学意向)']"
中考中招,中考中招,志愿篇,问：什么是征求志愿？ 学生如何填报？答：1至15志愿投档录取完成后，区招考机构通知未被录取且在志愿填报时勾选“愿意征求”的学生填报征求志愿。学生可填报有剩余招生计划的学校，填报后由区招考机构按学生的征求志愿，从高分到低分投档录取。,"['(志愿篇, 属于, 中考中招)', '(1至15志愿投档录取, 之后进行, 征求志愿)', '(愿意征求, 是前提条件, 征求志愿)', '(征求志愿, 允许填报, 有剩余招生计划的学校)', '(区考试招生机构, 投档录取方式, 从高分到低分)']"
中考中招,中考中招,志愿篇,问：哪些学校可能会有征求志愿填报的机会？答：征求志愿的学校必须是按志愿投档后尚未完成招生计划的学校。这些学校有普通高中学校（以收费较高的民办高中为主），也有中职校。未完成招生计划的民办高中国际课程班也可在征求志愿阶段补录取未被其他学校录取的学生。考生可以联系报考所在区招考机构，了解征求志愿学校名单。,"['(志愿篇, 讨论主题, 征求志愿填报的机会)', '(学校, 分类, 普通高中学校)', '(征求志愿学校, 类型包括, 中职校)', '(民办高中国际课程班, 补录取对象, 未被其他学校录取的学生)', '(考生, 联系, 区考试招生机构)', '(区考试招生机构, 提供, 征求志愿学校名单)']"
中考中招,中考中招,志愿篇,问：区级优秀体育学生招生工作如何开展？答：区级优秀体育学生招生工作由各区教育、体育行政部门负责，参照市级优秀体育学生的招生录取办法在统一招生批次进行，招生学校仅限本区内区实验性示范性高中与公民办普通高中。区级优秀体育学生正式体育比赛认定目录，由各区教育、体育行政部门共同商定。区实验性示范性高中与公办普通高中录取的区级优秀体育学生学业考试总成绩须达到当年度本市公办普通高中最低投档控制分数线，民办普通高中录取的区级优秀体育学生学业考试总成绩须达到已公布的本校招生录取最低投档控制分数线。,[]
中考中招,中考中招,志愿篇,问：区级艺术骨干学生招生工作如何开展？答：区级艺术骨干学生招生工作由各区教育行政部门负责，参照市级艺术骨干学生的招生录取办法在统一招生批次进行，招生学校仅限本区内区实验性示范性高中与公民办普通高中。区实验性示范性高中与公办普通高中录取的区级艺术骨干学生学业考试总成绩须达到当年度本市公办普通高中最低投档控制分数线，民办普通高中录取的区级艺术骨干学生学业考试总成绩须达到已公布的本校招生录取最低投档控制分数线。,"['(区级艺术骨干学生招生工作, 负责部门, 各区教育行政部门)', '(区级艺术骨干学生招生工作, 参照, 市级艺术骨干学生招生录取办法)', '(区级艺术骨干学生招生工作, 招生批次, 统一招生批次)', '(区实验性示范性高中与公办普通高中, 区级艺术骨干学生学业成绩要求, 当年度本市公办普通高中最低投档控制分数线)', '(民办普通高中, 录取分数线, 最低投档控制分数线)', '(招生学校, 限定范围, 本区内的区实验性示范性高中与公民办普通高中)']"
中考中招,中考中招,志愿篇,问：区级优秀体育学生、艺术骨干学生如何填报志愿？答：通过相关资格确认的区级优秀体育学生、艺术骨干学生，在学业考试结束后，可登录“上海招考热线”网站（www.shmeea.edu.cn），进入名额分配综合评价录取志愿和统一招生录取志愿填报页面，在“区级优秀体育学生、艺术骨干学生”志愿栏内填报1个志愿。,"['(区级优秀体育学生, 需通过, 资格确认)', '(区级优秀艺术骨干学生, 通过, 资格确认)', '(区级优秀体育学生, 登录, 上海市教育考试院报名网站)', '(艺术骨干学生, 登录, 上海市教育考试院报名网站)', '(区级优秀艺术骨干学生, 填报, 名额分配综合评价录取志愿)']"
中考中招,中考中招,志愿篇,"问：中招有加分政策吗？答：有的，具体加分查看下表。2023年上海市高中阶段学校招生录取政策性照顾加分及同分优待项目一览表
编号：1；政策性照顾条件：烈士子女；证明单位：区退役军人事务局；分值：20分
编号：2；政策性照顾条件：现役三类（含三类）以上艰苦边远地区军人子女；现役二类（含二类）以上岛屿部队军人子女；现役西藏自治区部队军人子女；现役飞行、潜艇、航天、涉核等高风险、高危害岗位军人子女；证明单位：上海警备区政治工作局；分值：20分
编号：3；政策性照顾条件：现役作战部队军人子女；现役一、二类艰苦边远地区或三类岛屿部队军人子女；因公牺牲的军人的子女；一至四级残疾军人的子女；平时荣获二等功或战时荣获三等功及以上的现役军人子女；证明单位：上海警备区政治工作局、区退役军人事务局；分值：10分
编号：4；政策性照顾条件：英雄模范和因公牺牲、一至四级因公伤残消防救援人员子女和驻边远艰苦地区等在职消防救援人员子女；证明单位：上海市消防救援总队、区退役军人事务局；分值：10分
编号：5；政策性照顾条件：全国公安系统一级、二级英雄模范的子女；因公牺牲的公安民警的子女；一至四级残疾的公安民警的子女；证明单位：省级公安机关；分值：10分
编号：6；政策性照顾条件：归侨青少年、归侨子女、华侨在国内的子女；证明单位：户口所在区侨务部门；分值：5分
编号：7；政策性照顾条件：少数民族学生；证明单位：学生提供户口簿原件（16周岁以上学生须出示身份证原件）；分值：5分
编号：8；政策性照顾条件：台湾省学生；证明单位：初中就读学校所在区台办；分值：5分
编号：9；政策性照顾条件：来本市落户的留学回国人员的随归子女，或持有效期一年及以上《上海市海外人才居住证》的留学人员的随归子女，在国外连续生活满5年以上，并在国内语言文字适应期（3年）内的学生；证明单位：上海市人力资源社会保障局留学人员工作处；分值：5分
编号：10；政策性照顾条件：除上述第2、3、4类以外其他现役军人子女和在职消防救援人员子女；证明单位：上海警备区政治工作局、上海市消防救援总队；分值：同分优待
注：1．上述照顾项目不可累计。其中，现役军人子女和在职消防救援人员子女政策性照顾加分对象由相关部门统一公示；其他加分对象须经市、区、学校三级公示。2．同分优待的照顾对象在名额分配综合评价综合录取以及统一招生录取批次时均可享受照顾政策。","['(中招, 具有, 加分政策)', '(上海市中招加分政策, 详细列出在, 2023年上海市高中阶段学校招生录取政策性照顾加分及同分优待项目一览表)', '(现役军人子女, 属于, 政策性照顾加分对象)', '(在职消防救援人员子女, 属于, 政策性照顾加分对象)', '(现役军人子女和在职消防救援人员子女, 公示方, 有关部门)', '(同分优待的照顾对象, 享受照顾政策, 名额分配综合评价综合录取)', '(同分优待的照顾对象, 适用于, 名额分配综合评价综合录取及统一招生录取批次)','(烈士子女, 政策性照顾分值, 20)', '(现役三类以上艰苦边远地区军人子女, 政策性照顾分值, 20)', '(现役二类以上岛屿部队军人子女, 政策性照顾分值, 20)', '(现役西藏自治区部队军人子女, 政策性照顾分值, 20)', '(现役飞行潜艇航天涉核等高风险高危害岗位军人子女, 政策性照顾分值, 20)', '(现役作战部队军人子女, 政策性照顾分值, 10)', '(现役一二类艰苦边远地区三类岛屿部队军人子女, 政策性照顾分值, 10)', '(因公牺牲军人的子女, 政策性照顾分值, 10)', '(一至四级残疾军人的子女, 政策性照顾分值, 10)', '(平时荣获二等功或战时荣获三等功及以上的现役军人子女, 政策性照顾分值, 10)', '(英雄模范和因公牺牲一至四级因公伤残消防救援人员子女, 政策性照顾分值, 10)', '(驻边远艰苦地区等在职消防救援人员子女, 政策性照顾分值, 10)', '(全国公安系统一级二级英雄模范的子女, 政策性照顾分值, 10)', '(因公牺牲的公安民警的子女, 政策性照顾分值, 10)', '(一至四级残疾的公安民警的子女, 政策性照顾分值, 10)', '(归侨青少年、归侨子女、华侨在国内的子女, 政策性照顾分值, 5)', '(少数民族学生, 政策性照顾分值, 5)', '(台湾省学生, 政策性照顾分值, 5)', '(来本市落户的留学回国人员的随归子女, 政策性照顾分值, 5)', '(持有效期一年及以上上海市海外人才居住证的留学人员的随归子女, 政策性照顾分值, 5)', '(在国外连续生活满5年以上并在国内语言文字适应期3年内的学生, 政策性照顾分值, 5)', '(除上述第2、3、4类以外其他现役军人子女和在职消防救援人员子女, 政策性照顾分值,同分优待)']"
中考中招,中考中招,志愿篇,问：如何申请中招加分？答：根据教育部规范加分的有关要求，结合本市实际，制定中招政策性照顾加分及同分优待政策，严格执行加分及同分优待资格核准和公示制度。2023 年中招政策性照顾加分及同分优待具体项目及分值等见621问图表。符合政策性照顾对象申请截止时间为 2023 年 5 月 31日。各相关部门和学校须严格核准申请政策性照顾学生的资格，每级核准部门和学校均须对相应学生公示 5 个工作日，如有举报并经核实确认的一律取消其照顾资格。如符合多项政策性照顾项目的，只可享受其中一项，不予累计。注：内容出处《上海市教育委员会关于2023年本市高中阶段学校招生工作的若干意见》沪教委基〔2023〕5号。,"['(上海市教育委员会, 制定, 中招政策性照顾加分及同分优待政策)', '(上海市教育委员会, 制定, 中招政策性照顾加分及同分优待政策)', '(中招政策性照顾加分及同分优待政策申请, 申请截止时间, 2023年5月31日)', '(相关部门和学校, 核准资格, 政策性照顾学生)', '(相关部门和学校, 核准, 政策性照顾学生的资格)', '(相关部门和学校, 公示, 5个工作日)', '(中招核准部门及学校, 公示, 符合条件的中招政策照顾学生)', '(举报, 经核实导致, 取消照顾资格)']"
